200	2
300	3
400	4
201	5
301	6
401	7
202	8
302	9
402	10
203	11
303	12
403	13
204	14
304	15
404	16
205	20
305	21
405	22
206	23
306	24
406	25
207	26
307	27
407	28
208	29
308	30
408	31
209	17
309	18
409	19
210	38
310	39
410	40
211	41
311	42
411	43
212	44
312	45
412	46
213	47
313	48
413	49
214	50
314	51
414	52
220	56
320	57
420	58
221	59
321	60
421	61
222	62
322	63
422	64
223	65
323	66
423	67
224	74
324	75
424	76
225	77
325	78
425	79
226	80
326	81
426	82
227	83
327	84
427	85
230	92
330	93
430	94
231	95
331	96
431	97
232	98
332	99
432	100
233	101
333	102
433	103
234	104
334	105
434	106
240	110
340	111
440	112
241	113
341	114
441	115
242	116
342	117
442	118
243	119
343	120
443	121
244	122
344	123
444	124
245	125
345	126
445	127
250	128
350	129
450	130
251	131
351	132
451	133
252	134
352	135
452	136
253	137
353	138
453	139
254	140
354	141
454	142
260	146
360	147
460	148
261	149
361	150
461	151
262	152
362	153
462	154
263	155
363	156
463	157
268	158
368	159
468	160
269	161
369	162
469	163
264	164
364	165
464	166
265	167
365	168
465	169
266	170
366	171
466	172
267	173
367	174
467	175
101	488
102	489
103	490
104	491
105	492
106	493
107	494
108	497
109	498
110	499
111	500
112	501
113	502
114	503
