200	212
300	213
400	214
201	179
301	180
401	181
202	176
302	177
402	178
203	215
303	216
403	217
204	209
304	210
404	211
205	188
305	189
405	190
206	185
306	186
406	187
207	203
307	204
407	205
208	200
308	201
408	202
210	182
310	183
410	184
211	197
311	198
411	199
212	206
312	207
412	208
213	191
313	192
413	193
214	194
314	195
414	196
215	230
315	231
415	232
216	233
316	234
416	235
217	227
317	228
417	229
218	221
318	222
418	223
219	167
319	168
419	169
220	224
320	225
420	226
221	173
321	174
421	175
222	170
322	171
422	172
223	164
323	165
423	166
225	248
325	249
425	250
226	218
326	219
426	220
227	161
327	162
427	163
228	152
328	153
428	154
229	245
329	246
429	247
230	140
330	141
430	142
231	236
331	237
431	238
232	128
332	129
432	130
233	137
333	138
433	139
234	239
334	240
434	241
235	146
335	147
435	148
236	149
336	150
436	151
237	113
337	114
437	115
238	155
338	156
438	157
239	158
339	159
439	160
240	251
340	252
440	253
241	242
341	243
441	244
245	122
345	123
445	124
246	143
346	144
446	145
247	131
347	132
447	133
248	134
348	135
448	136
249	95
349	96
449	97
250	14
350	15
450	16
251	11
351	12
451	13
252	119
352	120
452	121
253	116
353	117
453	118
254	110
354	111
454	112
255	125
355	126
455	127
256	98
356	99
456	100
257	8
357	9
457	10
258	5
358	6
458	7
259	101
359	102
459	103
265	2
365	3
465	4
266	23
366	24
466	25
267	17
367	18
467	19
268	104
368	105
468	106
269	92
369	93
469	94
270	32
370	33
470	34
271	35
371	36
471	37
272	80
372	81
472	82
273	77
373	78
473	79
274	20
374	21
474	22
275	107
375	108
475	109
276	26
376	27
476	28
280	50
380	51
480	52
281	29
381	30
481	31
282	59
382	60
482	61
283	62
383	63
483	64
284	38
384	39
484	40
285	68
385	69
485	70
286	74
386	75
486	76
287	65
387	66
487	67
288	83
388	84
488	85
289	86
389	87
489	88
290	71
390	72
490	73
291	56
391	57
491	58
292	53
392	54
492	55
293	41
393	42
493	43
294	44
394	45
494	46
295	47
395	48
495	49
